Store,Dept,Date,Weekly_Sales,IsHoliday
2,52,2011-10-07,5775.61,False
42,97,2012-04-20,16412.7,False
18,25,2010-10-01,14465.22,False
4,40,2011-09-30,77912.07,False
19,90,2011-06-24,61647.85,False
20,83,2012-10-26,3863.3,False
44,9,2011-11-18,72.8,False
23,55,2012-05-04,8134.37,False
3,92,2011-01-28,6256.39,False
44,59,2011-07-29,33.06,False
18,97,2011-03-11,3593.38,False
13,56,2011-06-03,22221.03,False
8,67,2012-01-13,3326.35,False
20,54,2010-06-18,383.0,False
2,93,2010-02-26,57055.68,False
3,33,2011-02-04,3785.47,False
24,1,2012-03-23,18391.12,False
12,55,2011-02-25,20677.24,False
15,97,2010-04-30,1721.75,False
20,17,2012-03-16,18055.34,False
7,95,2012-10-26,29875.27,False
45,79,2012-08-24,14506.91,False
15,30,2012-03-02,2576.42,False
5,29,2010-03-19,1170.88,False
20,49,2012-08-17,23792.92,False
5,87,2011-09-09,10930.79,True
18,11,2011-08-26,21373.0,False
33,60,2010-04-02,132.0,False
23,2,2012-07-27,72499.42,False
20,10,2011-09-16,43023.86,False
21,21,2011-12-30,3550.51,True
36,90,2011-01-07,40188.21,False
10,56,2011-12-02,1521.4,False
41,14,2011-12-30,23432.79,True
10,7,2010-09-24,38831.96,False
3,18,2010-02-19,3756.81,False
19,91,2010-07-09,56795.03,False
14,56,2011-04-08,10933.87,False
22,46,2012-03-30,20714.95,False
38,72,2010-10-29,151.38,False
32,54,2012-01-20,45.8,False
3,55,2010-02-05,9326.41,False
5,27,2010-10-29,363.0,False
23,17,2012-02-17,27985.62,False
9,44,2011-07-29,2472.97,False
43,42,2010-02-12,206.07,True
9,34,2011-07-08,7890.27,False
12,56,2012-08-31,349.78,False
6,58,2011-01-14,3141.0,False
44,92,2010-06-25,33031.48,False
44,26,2012-05-04,126.16,False
10,31,2010-09-17,6330.76,False
3,56,2010-04-16,4052.53,False
43,21,2012-04-06,1586.96,False
37,38,2010-12-31,69346.04,True
27,49,2012-03-16,10032.3,False
37,40,2010-12-17,25049.86,False
21,79,2012-09-14,18199.55,False
39,90,2011-03-11,70996.06,False
8,37,2012-04-13,1641.73,False
33,74,2010-04-09,414.32,False
13,9,2010-02-19,31939.87,False
40,59,2010-04-30,234.2,False
12,12,2010-07-02,4454.12,False
28,71,2011-05-27,5460.58,False
14,13,2012-10-05,55132.14,False
9,59,2012-05-18,-1.21,False
35,35,2011-11-25,2621.22,True
10,96,2010-09-03,9349.47,False
14,29,2012-01-20,8135.46,False
32,19,2011-05-20,1832.75,False
16,72,2012-09-28,27678.39,False
31,19,2012-06-01,34.64,False
40,74,2011-10-21,9520.21,False
17,72,2010-08-13,38613.43,False
22,79,2010-06-25,17688.77,False
31,32,2012-08-17,5245.87,False
41,5,2011-01-28,19621.55,False
5,12,2011-10-07,2606.88,False
34,3,2011-02-25,7572.45,False
22,29,2010-09-24,6441.22,False
13,29,2011-10-28,7619.29,False
16,94,2012-02-10,643.47,True
29,12,2012-03-09,1735.49,False
10,20,2010-08-06,16819.45,False
23,45,2011-09-30,11.97,False
39,51,2010-05-21,70.12,False
31,1,2012-09-07,12972.62,True
6,41,2011-07-01,1065.5,False
14,35,2011-09-23,4696.94,False
32,38,2011-01-21,55963.7,False
14,52,2011-03-04,2036.52,False
19,54,2010-10-22,66.84,False
11,11,2012-02-24,15206.03,False
12,17,2011-04-08,11290.36,False
18,22,2010-07-30,15646.34,False
20,52,2011-09-09,3440.9,True
17,21,2011-02-04,3627.3,False
15,87,2011-09-16,7697.88,False
28,55,2010-10-08,11366.96,False
20,36,2010-08-27,572.0,False
23,81,2010-08-13,9648.56,False
32,79,2010-04-30,15128.09,False
35,92,2010-02-12,46047.35,True
26,97,2010-11-05,14479.38,False
19,97,2012-04-20,17933.75,False
11,46,2011-03-18,29636.17,False
7,6,2011-07-15,6731.83,False
31,10,2012-06-29,24579.67,False
29,19,2011-08-26,10.0,False
8,16,2011-09-16,9207.65,False
4,23,2011-07-29,43008.39,False
40,30,2012-10-19,2081.8,False
2,32,2010-03-05,11863.21,False
7,51,2010-06-25,71.22,False
32,27,2010-06-11,957.0,False
45,82,2010-10-01,11100.3,False
3,31,2011-05-20,510.16,False
41,33,2011-07-15,4109.77,False
12,12,2010-08-13,5111.12,False
22,17,2012-07-20,11632.96,False
23,54,2010-09-17,318.0,False
29,54,2010-07-30,90.0,False
25,13,2010-08-27,29770.26,False
14,99,2012-07-13,0.11,False
31,1,2010-12-24,37759.18,False
5,9,2011-08-05,5532.0,False
17,25,2011-02-04,3194.63,False
32,52,2012-04-06,2307.13,False
28,41,2010-07-23,741.0,False
7,80,2011-08-12,434.93,False
7,93,2011-06-10,1785.39,False
19,59,2010-08-27,734.21,False
23,21,2012-04-27,8779.32,False
26,55,2012-07-13,4133.4,False
33,55,2012-08-24,55.0,False
43,80,2011-11-11,18304.6,False
27,96,2012-09-14,17451.53,False
17,1,2012-05-25,21962.14,False
2,18,2012-07-27,-3.03,False
15,58,2012-06-22,755.0,False
28,55,2011-06-03,9289.3,False
31,7,2010-04-02,20006.41,False
3,92,2011-04-29,6018.31,False
24,5,2010-03-12,34953.98,False
3,1,2010-10-29,11645.78,False
37,96,2010-04-23,19224.5,False
36,14,2012-05-04,1446.85,False
43,14,2011-12-16,1825.18,False
20,42,2011-09-23,9078.99,False
6,24,2012-06-08,5357.66,False
8,36,2010-05-07,992.5,False
17,10,2010-04-09,12785.0,False
2,80,2010-05-21,24372.71,False
29,35,2010-10-29,2696.0,False
1,14,2010-09-17,13783.27,False
39,29,2011-05-27,5001.38,False
13,38,2010-05-14,68095.88,False
29,55,2012-08-10,1979.88,False
1,98,2010-12-31,8705.87,True
30,80,2011-09-02,2712.15,False
26,90,2012-05-11,67534.12,False
31,28,2011-04-22,460.89,False
16,83,2011-10-07,165.8,False
37,17,2012-08-03,304.47,False
18,29,2010-05-28,9298.0,False
41,6,2012-03-30,3833.99,False
45,34,2010-03-12,16482.45,False
41,30,2012-05-04,3597.52,False
14,38,2012-08-24,81688.48,False
13,71,2010-12-03,7898.72,False
20,49,2010-10-29,17582.19,False
40,41,2012-02-24,210.0,False
31,33,2010-05-21,4886.16,False
6,67,2010-10-08,9103.72,False
1,20,2011-11-25,5425.0,True
4,24,2011-01-14,7470.35,False
16,55,2010-06-11,6054.67,False
24,34,2011-12-16,16472.87,False
27,20,2012-09-21,10430.13,False
35,72,2012-09-07,88971.56,True
20,49,2012-03-16,22018.0,False
27,94,2011-07-29,81520.44,False
41,1,2010-11-12,15290.03,False
14,7,2010-03-05,36133.89,False
21,41,2011-12-23,6121.33,False
37,17,2011-09-02,313.46,False
5,18,2011-02-11,2317.76,True
15,52,2011-05-13,1943.52,False
44,52,2010-05-14,77.95,False
38,13,2011-01-07,9879.15,False
13,16,2011-04-29,29706.95,False
27,55,2010-02-12,18333.89,True
18,36,2012-07-13,1379.06,False
19,74,2010-04-16,17409.37,False
41,35,2011-03-04,2195.76,False
13,94,2012-09-28,74522.2,False
1,60,2012-08-31,774.0,False
11,96,2011-09-30,21566.78,False
35,92,2011-10-28,25882.73,False
45,38,2012-08-03,55100.78,False
11,31,2011-08-05,6009.08,False
32,10,2012-07-06,27815.35,False
14,18,2010-03-26,12681.94,False
11,80,2012-05-25,14086.29,False
4,83,2010-05-14,9204.51,False
28,91,2011-10-21,47261.27,False
24,24,2011-06-17,5171.56,False
2,93,2012-09-14,81530.16,False
9,6,2010-02-19,2778.76,False
10,54,2012-08-03,55.8,False
14,17,2011-12-09,25855.97,False
45,21,2011-05-06,3716.64,False
4,48,2010-06-04,654.0,False
13,85,2010-11-12,6009.68,False
28,38,2010-05-21,53976.62,False
19,29,2011-06-24,4853.1,False
23,45,2012-08-17,10.47,False
10,19,2011-02-25,3334.34,False
24,2,2010-05-28,42155.75,False
30,81,2010-11-19,11179.66,False
41,6,2012-01-13,2337.72,False
43,40,2012-06-08,15834.13,False
7,29,2011-06-24,1429.97,False
45,82,2011-12-09,19201.98,False
9,11,2010-11-05,14542.53,False
7,90,2010-09-24,9876.41,False
39,11,2011-06-24,22309.88,False
8,8,2011-04-15,26367.68,False
27,95,2012-03-16,112760.38,False
10,42,2011-12-30,11075.93,True
35,9,2012-01-20,8141.58,False
22,49,2010-07-23,15.0,False
10,9,2010-09-17,59769.56,False
6,47,2010-02-05,-59.0,False
42,20,2011-05-13,23.88,False
15,6,2011-05-13,4573.67,False
17,18,2011-11-04,21763.99,False
5,22,2010-12-31,4064.75,True
34,55,2010-05-21,8402.98,False
8,35,2011-01-21,1409.0,False
5,3,2010-06-11,2780.03,False
26,14,2011-03-18,8244.95,False
40,4,2011-10-07,28446.26,False
19,34,2011-10-21,15299.35,False
27,40,2012-08-17,77058.46,False
10,5,2010-02-26,56750.43,False
17,13,2010-02-19,19899.01,False
22,55,2010-10-01,8350.66,False
8,3,2011-06-17,6049.72,False
22,26,2011-01-21,6015.29,False
45,49,2011-12-09,80.19,False
2,97,2011-08-26,41527.14,False
17,85,2010-10-22,4741.64,False
21,13,2012-08-24,30078.95,False
30,40,2010-11-26,24385.19,True
10,56,2010-04-02,3001.53,False
25,41,2010-03-26,1281.31,False
33,97,2011-07-01,4959.71,False
38,3,2012-05-04,417.17,False
13,52,2010-10-01,5104.2,False
9,48,2012-09-28,1052.0,False
44,97,2011-01-14,6209.61,False
1,27,2011-10-07,1295.94,False
1,16,2010-07-02,32420.4,False
34,23,2012-06-01,12224.18,False
11,13,2010-08-20,42789.17,False
8,30,2012-01-13,1688.06,False
17,54,2010-03-05,211.0,False
29,2,2012-08-24,32272.79,False
11,17,2012-08-17,17419.76,False
31,22,2011-02-04,11214.19,False
2,2,2012-04-27,61562.95,False
8,49,2011-11-04,1303.4,False
5,12,2011-11-25,2560.9,True
25,44,2010-11-05,4323.73,False
40,83,2010-04-16,3218.7,False
32,32,2010-06-25,5191.41,False
43,95,2010-09-10,82693.13,True
4,71,2010-10-01,7949.42,False
20,94,2011-11-04,52748.9,False
11,28,2011-07-22,558.25,False
6,87,2012-05-18,44479.25,False
43,11,2011-06-10,448.03,False
7,16,2011-03-11,5157.59,False
3,41,2010-03-12,520.5,False
12,34,2010-10-22,19553.5,False
11,6,2011-07-29,4773.82,False
15,85,2010-04-23,2989.9,False
42,11,2011-11-11,1467.04,False
8,34,2010-09-03,8056.08,False
17,34,2010-12-31,3767.5,True
45,26,2010-03-05,8722.09,False
26,32,2010-08-06,4396.39,False
31,29,2012-08-24,4944.11,False
8,21,2011-05-13,3875.55,False
22,23,2011-07-15,28210.93,False
9,20,2011-08-05,3020.33,False
18,2,2010-12-17,78755.72,False
18,12,2012-09-21,3679.97,False
1,98,2012-08-17,12271.6,False
23,52,2011-10-21,3128.91,False
3,52,2012-03-16,1062.05,False
18,13,2010-12-10,41017.65,False
18,38,2012-07-06,59748.64,False
17,17,2012-03-09,10219.94,False
6,25,2012-07-27,11076.75,False
39,27,2010-11-12,1717.06,False
29,90,2010-07-09,10800.02,False
15,19,2012-08-17,947.39,False
40,30,2011-11-25,2023.18,True
29,71,2011-02-04,2520.3,False
14,92,2010-10-08,210596.66,False
13,32,2011-06-17,12409.94,False
33,7,2011-08-12,250.62,False
4,8,2010-09-03,65257.74,False
17,10,2011-03-25,11208.43,False
33,40,2010-02-26,6791.68,False
43,52,2012-08-24,8.55,False
24,37,2012-05-11,3382.93,False
38,25,2011-11-11,38.13,False
12,91,2011-02-04,6804.54,False
11,14,2011-09-09,19448.07,True
37,12,2012-07-27,317.12,False
4,91,2012-08-31,65144.25,False
19,18,2011-03-18,704.82,False
2,22,2010-09-10,11873.87,True
4,33,2010-04-16,10300.69,False
29,72,2011-10-14,29036.2,False
29,22,2012-04-27,4958.63,False
39,82,2011-02-11,16242.61,True
26,36,2010-06-11,1444.5,False
16,72,2011-07-01,27269.58,False
15,19,2011-04-29,1106.57,False
39,32,2010-04-30,5008.05,False
16,23,2012-06-29,13549.13,False
10,95,2010-04-09,72872.5,False
15,18,2012-01-27,1284.44,False
44,46,2010-07-09,5742.39,False
28,72,2012-05-18,45643.97,False
26,21,2012-02-17,4786.04,False
37,91,2011-11-25,28196.22,True
34,48,2010-03-12,194.0,False
14,16,2010-12-03,2362.92,False
34,42,2011-11-11,4387.96,False
27,25,2010-07-02,14182.0,False
22,26,2010-12-03,11003.94,False
40,95,2012-10-05,73723.94,False
34,40,2012-10-19,39378.34,False
7,1,2010-12-24,21776.45,False
32,71,2011-11-25,8831.94,True
32,25,2012-03-23,9459.13,False
21,92,2011-10-07,24051.22,False
37,59,2010-05-07,312.75,False
31,3,2012-04-13,7286.72,False
23,7,2010-12-31,27299.77,True
18,83,2011-03-25,372.06,False
8,60,2011-11-11,246.4,False
30,17,2011-04-01,135.93,False
14,82,2010-03-19,22742.12,False
43,3,2011-03-25,564.23,False
12,44,2011-01-14,5559.78,False
21,95,2010-06-18,49399.26,False
24,21,2010-03-26,6817.32,False
22,97,2011-05-20,4341.75,False
9,40,2011-03-18,28140.11,False
1,87,2010-11-19,34043.14,False
28,98,2010-09-17,9100.73,False
42,28,2010-11-12,72.5,False
10,12,2010-02-26,11058.9,False
16,32,2010-05-14,3168.22,False
45,9,2012-03-02,13467.49,False
15,56,2012-03-09,1429.5,False
7,55,2010-09-24,4420.32,False
15,10,2011-12-16,12535.14,False
12,16,2010-03-05,8287.1,False
26,40,2012-09-28,39795.83,False
11,98,2011-02-04,9527.1,False
23,21,2012-02-03,7748.56,False
8,19,2010-08-06,1229.19,False
14,97,2011-01-07,27330.96,False
13,9,2010-12-03,22621.89,False
35,82,2010-02-26,9713.6,False
12,20,2012-05-18,7198.11,False
45,46,2012-08-03,13992.72,False
12,97,2011-12-09,2264.3,False
15,4,2010-07-30,14608.25,False
36,97,2010-09-17,8048.75,False
13,35,2011-10-14,4120.06,False
29,23,2010-12-24,64076.13,False
12,13,2012-09-21,45187.67,False
22,5,2012-05-25,12745.06,False
43,7,2010-07-16,634.15,False
45,58,2011-10-21,905.0,False
31,6,2010-07-30,3611.63,False
23,81,2010-07-23,9459.9,False
21,4,2011-04-08,20401.33,False
3,36,2011-07-08,1084.0,False
40,98,2010-02-05,9236.75,False
25,26,2012-05-25,3672.33,False
13,30,2010-03-19,4361.88,False
41,20,2011-12-02,3826.91,False
35,26,2012-05-04,10092.76,False
39,32,2010-03-05,5114.16,False
29,52,2011-02-25,865.46,False
7,96,2011-10-07,440.08,False
17,10,2011-04-22,13045.78,False
37,13,2012-05-18,16774.75,False
6,93,2012-06-15,47101.38,False
30,96,2012-10-12,17608.85,False
21,12,2010-12-10,2779.63,False
33,42,2011-10-07,39.13,False
38,10,2012-08-10,419.05,False
14,35,2012-02-17,3138.84,False
33,26,2010-06-18,86.0,False
21,17,2012-03-23,5788.4,False
17,41,2010-06-25,7.0,False
23,33,2011-11-25,19702.86,True
27,32,2010-02-12,7987.35,True
1,26,2011-06-17,5508.5,False
6,60,2011-09-16,105.6,False
18,40,2012-02-10,63894.85,True
45,60,2010-07-30,114.4,False
14,19,2012-08-31,1715.73,False
20,58,2011-07-08,3440.0,False
21,74,2011-09-02,10197.94,False
14,81,2010-03-19,41562.0,False
29,27,2011-07-01,1162.04,False
33,90,2011-12-23,23984.91,False
22,52,2011-05-27,1060.45,False
42,83,2012-06-08,4831.36,False
34,99,2012-06-22,10.0,False
13,32,2012-07-13,11169.85,False
18,19,2012-08-31,1571.9,False
4,10,2012-08-17,38002.52,False
8,98,2012-09-21,7303.82,False
22,17,2011-03-25,15030.2,False
28,20,2012-03-23,5126.65,False
21,6,2011-10-28,2895.42,False
9,35,2012-06-22,1508.18,False
2,28,2010-07-23,654.62,False
8,79,2012-01-27,19798.47,False
7,31,2011-12-09,2478.36,False
34,44,2012-07-27,3236.3,False
21,94,2011-01-28,16.0,False
26,55,2012-09-28,5625.44,False
30,7,2012-06-22,295.28,False
1,20,2011-03-18,4034.08,False
21,22,2010-05-07,8446.75,False
20,28,2011-10-21,1402.21,False
26,48,2011-10-28,1561.0,False
29,44,2010-05-21,2166.53,False
21,52,2010-11-26,5409.78,True
23,80,2012-07-06,1610.05,False
29,80,2012-10-19,24.8,False
24,59,2011-12-16,2067.64,False
6,19,2011-07-08,2518.07,False
35,14,2012-02-10,25527.9,True
4,55,2011-12-23,70346.57,False
18,26,2010-10-15,15246.34,False
33,91,2012-07-06,12114.32,False
16,30,2011-04-15,1242.54,False
44,97,2011-09-30,6267.77,False
24,9,2012-08-31,32898.47,False
41,83,2010-07-02,4039.55,False
43,79,2011-11-25,11029.28,True
24,35,2010-05-07,5865.0,False
17,97,2011-09-02,8496.28,False
13,82,2012-10-26,31526.31,False
35,27,2011-09-23,1428.17,False
24,56,2010-02-26,1224.72,False
28,79,2012-05-04,46027.92,False
9,2,2010-03-26,21750.09,False
41,58,2011-09-30,4755.0,False
34,7,2012-05-11,12291.58,False
34,41,2010-12-31,76.25,True
28,36,2010-08-06,1347.5,False
8,83,2010-02-12,3462.05,True
17,35,2012-06-08,1611.92,False
30,85,2011-08-12,35.34,False
33,7,2011-07-22,304.73,False
5,30,2012-08-17,1000.28,False
24,30,2010-07-16,6620.48,False
26,60,2012-03-30,27.0,False
1,85,2012-03-02,2652.15,False
33,21,2010-12-10,208.73,False
16,14,2011-12-30,16605.06,True
29,21,2010-05-14,3899.25,False
27,49,2011-07-01,8703.1,False
17,71,2012-08-03,3380.09,False
26,34,2010-06-25,8415.14,False
4,3,2011-05-13,11018.97,False
18,34,2010-04-16,29634.7,False
4,8,2010-06-18,60549.07,False
22,52,2011-10-21,2541.91,False
27,44,2012-06-08,4565.1,False
34,91,2011-11-25,34928.88,True
9,13,2011-08-12,19837.98,False
15,49,2012-03-30,11866.29,False
4,71,2010-02-19,10788.9,False
1,14,2010-06-04,14491.35,False
23,2,2012-05-18,65250.85,False
9,6,2010-11-19,3079.32,False
43,74,2012-03-09,727.02,False
39,25,2012-06-01,9460.11,False
3,44,2011-05-27,2139.42,False
41,79,2010-04-30,20584.22,False
42,20,2010-08-27,24.39,False
18,85,2012-10-26,2374.69,False
16,1,2011-09-09,12307.73,True
32,8,2012-03-02,26454.09,False
36,26,2012-07-13,253.96,False
30,97,2010-09-17,14675.69,False
43,46,2011-12-16,5321.46,False
26,79,2011-12-30,11236.77,True
27,1,2011-11-25,29663.42,True
35,87,2011-10-14,9430.56,False
35,4,2011-05-20,18470.23,False
22,20,2010-05-14,7614.09,False
4,5,2012-01-06,41183.69,False
37,20,2012-08-03,72.0,False
15,46,2010-06-11,11974.97,False
33,90,2010-07-02,25333.81,False
43,80,2010-02-26,16559.4,False
43,42,2012-03-02,189.47,False
6,2,2012-07-13,53173.26,False
20,51,2010-09-03,9.92,False
25,17,2012-09-21,9820.71,False
15,4,2012-03-02,12096.68,False
20,1,2011-07-22,27924.63,False
6,17,2011-03-18,18039.67,False
17,40,2010-10-15,44308.5,False
13,8,2011-09-16,34169.06,False
5,91,2011-10-07,1344.72,False
36,74,2011-12-30,407.69,True
32,24,2010-11-26,9211.87,True
40,83,2012-06-01,2631.65,False
44,1,2011-02-25,5932.87,False
36,11,2011-12-02,211.23,False
20,26,2011-11-18,11644.76,False
26,14,2010-02-26,9584.25,False
41,17,2011-07-22,11020.36,False
33,59,2011-05-20,14.36,False
7,93,2010-10-29,704.1,False
34,12,2010-10-29,4815.82,False
11,54,2011-04-15,54.0,False
14,7,2010-10-29,36322.64,False
25,58,2010-06-04,870.0,False
35,20,2010-10-01,10552.46,False
21,74,2011-06-17,12595.35,False
17,42,2010-03-19,3508.71,False
37,94,2010-09-17,33031.54,False
33,83,2011-09-16,2743.15,False
13,80,2011-10-14,17977.62,False
4,30,2011-05-27,8652.38,False
34,16,2012-07-06,25966.55,False
10,9,2010-07-23,60467.09,False
1,9,2010-11-12,37167.49,False
31,16,2012-08-31,6041.15,False
1,59,2010-06-11,923.84,False
12,25,2011-03-04,20610.32,False
1,1,2010-12-31,19124.58,True
32,12,2010-04-30,3571.37,False
20,31,2011-05-06,3032.74,False
13,60,2012-05-11,1242.0,False
10,3,2010-07-23,80721.96,False
14,4,2012-02-10,56415.52,True
34,25,2011-11-11,5736.78,False
30,4,2012-07-13,11952.91,False
39,46,2012-01-06,32123.75,False
29,16,2012-08-24,7598.17,False
11,95,2010-04-23,77792.36,False
25,18,2010-05-14,2.0,False
29,34,2011-05-20,11340.39,False
28,28,2011-03-25,603.23,False
45,31,2010-02-26,2384.0,False
39,9,2011-04-01,18762.24,False
16,14,2010-02-26,8422.48,False
19,27,2010-02-12,3227.3,True
28,99,2011-12-16,2130.0,False
16,71,2010-11-05,2166.0,False
44,38,2011-12-16,46262.02,False
7,93,2012-06-29,2326.22,False
37,14,2011-11-18,2129.08,False
34,13,2011-08-26,23174.74,False
35,44,2011-01-21,1444.23,False
5,1,2011-10-28,12507.77,False
6,42,2012-09-28,9283.91,False
21,91,2010-02-26,6024.08,False
6,44,2012-06-01,8925.06,False
8,74,2010-07-02,9976.29,False
39,92,2012-02-03,121943.05,False
29,32,2011-09-09,3854.06,True
37,81,2011-03-18,9766.07,False
29,87,2012-02-03,11677.64,False
14,30,2010-07-09,8264.62,False
4,38,2012-03-09,86432.14,False
28,13,2011-07-01,38219.69,False
21,6,2012-03-23,1234.56,False
44,23,2010-05-28,14.96,False
20,40,2010-02-26,86532.12,False
14,44,2011-06-03,4088.44,False
5,56,2010-11-05,147.8,False
21,79,2012-06-22,20371.81,False
12,11,2012-07-06,19515.2,False
21,93,2011-02-25,578.3,False
19,50,2012-10-26,877.0,False
13,2,2010-12-24,116983.74,False
25,60,2011-12-30,132.0,True
36,1,2011-03-25,2162.6,False
31,4,2011-02-11,34305.11,True
29,60,2012-02-24,243.0,False
35,35,2010-02-12,2724.0,True
33,3,2011-08-12,1312.96,False
16,80,2011-06-17,-43.48,False
9,44,2011-04-29,3313.52,False
22,93,2012-02-17,1668.6,False
35,95,2010-12-24,37659.6,False
27,85,2012-08-24,6022.05,False
25,2,2012-06-29,38554.46,False
17,8,2012-04-13,18337.83,False
32,16,2011-05-13,36625.06,False
1,26,2011-05-13,5372.91,False
23,22,2012-06-29,22410.47,False
37,38,2012-04-06,79992.96,False
27,6,2010-04-30,9971.3,False
18,55,2011-02-11,13374.95,True
34,13,2011-05-27,20942.34,False
19,5,2012-06-01,14398.25,False
34,14,2011-07-08,9260.51,False
16,91,2012-06-08,6831.98,False
40,97,2010-02-05,19699.16,False
5,24,2012-02-24,1439.33,False
37,4,2010-04-30,16634.55,False
41,29,2011-01-14,3297.3,False
4,36,2010-12-31,2112.5,True
28,59,2011-04-22,300.03,False
20,19,2011-11-11,-7.97,False
8,10,2011-03-04,19809.18,False
26,33,2010-09-10,2793.54,True
27,32,2012-07-20,8955.62,False
2,81,2011-12-23,35105.09,False
38,14,2010-06-18,1040.97,False
14,20,2012-02-24,11073.87,False
45,25,2012-07-27,6478.19,False
24,16,2012-05-25,53847.47,False
32,28,2011-10-14,931.57,False
8,54,2010-04-02,102.0,False
12,1,2010-04-16,12024.35,False
1,83,2010-10-01,4471.0,False
38,94,2012-03-16,23690.85,False
3,10,2010-03-26,9247.43,False
24,3,2012-03-30,8532.34,False
29,6,2011-03-04,1998.91,False
17,20,2011-07-08,4375.16,False
34,5,2010-03-12,21845.71,False
4,91,2010-10-22,61678.41,False
23,11,2011-02-04,23219.83,False
20,44,2011-10-07,10001.49,False
41,42,2012-06-08,6528.86,False
26,42,2011-04-01,1987.6,False
6,93,2010-02-26,34728.96,False
6,7,2012-06-22,36918.11,False
7,33,2011-10-07,2125.53,False
21,71,2011-08-26,4339.81,False
32,46,2012-04-06,30049.88,False
43,25,2012-03-16,28.8,False
2,46,2011-07-29,26358.33,False
26,27,2010-02-19,1128.0,False
31,60,2011-04-29,132.0,False
15,49,2011-09-30,8798.82,False
36,90,2012-01-20,31639.97,False
41,6,2010-05-14,4695.84,False
13,58,2011-12-23,14770.0,False
28,33,2010-10-08,7906.93,False
8,36,2010-04-30,864.0,False
45,67,2012-06-22,10050.54,False
18,67,2011-08-26,5040.86,False
34,13,2011-04-01,22445.82,False
39,25,2010-05-14,6378.75,False
40,56,2012-04-20,6560.65,False
3,95,2010-10-08,14776.71,False
14,60,2011-02-25,473.4,False
25,35,2010-07-30,2388.0,False
20,36,2012-09-21,1385.61,False
10,87,2012-05-11,28218.92,False
28,87,2012-04-27,11180.51,False
21,40,2010-05-07,41085.58,False
24,10,2011-04-22,24415.4,False
24,25,2012-01-27,8011.3,False
44,3,2011-05-06,593.1,False
8,38,2011-11-25,46209.36,True
7,52,2012-01-06,801.72,False
14,6,2011-10-21,7152.52,False
11,6,2012-02-10,5158.76,True
45,60,2010-06-04,360.8,False
35,80,2010-08-06,51.59,False
9,10,2010-07-02,13173.17,False
26,5,2011-03-25,14728.53,False
39,95,2012-09-07,120421.13,True
45,60,2012-03-16,216.0,False
39,6,2012-03-30,3513.02,False
23,17,2012-08-17,29768.74,False
43,82,2010-10-08,8456.4,False
17,44,2012-07-27,6128.61,False
10,8,2012-01-13,87623.66,False
16,3,2010-10-15,5583.03,False
35,16,2011-01-21,2981.32,False
10,94,2011-02-25,16.0,False
14,3,2011-03-25,12705.69,False
9,3,2011-06-03,4164.37,False
11,28,2011-11-04,1903.52,False
44,14,2011-12-30,604.09,True
28,83,2010-12-24,5298.57,False
20,91,2011-07-01,69181.92,False
15,81,2010-09-03,4686.26,False
23,79,2012-03-02,39549.66,False
6,74,2012-04-13,18417.93,False
40,90,2011-04-01,59872.18,False
26,51,2010-07-23,4.56,False
28,11,2011-08-12,11010.99,False
23,56,2011-01-28,646.77,False
12,12,2011-06-17,5644.64,False
7,36,2010-04-23,764.5,False
7,83,2011-03-04,552.18,False
23,21,2012-10-12,8486.51,False
34,36,2012-02-03,344.09,False
30,1,2011-08-19,8206.87,False
25,18,2012-04-27,4.3,False
16,56,2011-12-02,2102.78,False
27,37,2011-02-18,3199.83,False
18,87,2011-05-06,17481.72,False
39,27,2012-10-19,1651.71,False
17,98,2011-01-28,50.19,False
8,42,2010-11-12,5511.35,False
3,46,2010-12-31,10025.62,True
13,98,2010-11-12,15252.6,False
45,95,2011-01-07,46338.64,False
5,71,2012-01-06,237.58,False
38,8,2012-06-29,9649.27,False
15,91,2010-02-26,4065.76,False
15,58,2010-06-18,1482.0,False
1,9,2011-03-04,27078.81,False
40,90,2011-06-24,57154.76,False
44,74,2010-05-21,302.67,False
18,38,2010-02-19,64172.48,False
39,33,2010-06-04,8385.5,False
20,90,2010-12-31,81196.78,True
18,87,2011-01-21,16799.38,False
31,36,2010-08-13,742.0,False
20,3,2011-04-22,13134.64,False
30,42,2012-05-04,77.65,False
40,7,2010-09-24,11645.0,False
25,4,2011-09-30,20140.45,False
8,7,2011-10-28,16760.11,False
40,14,2011-09-09,12653.2,True
41,91,2010-03-19,47351.03,False
23,49,2012-10-19,29619.68,False
23,35,2010-09-24,4725.0,False
42,52,2010-03-05,45.59,False
25,93,2010-12-03,560.19,False
6,59,2011-06-17,223.76,False
2,38,2012-07-20,80296.98,False
29,49,2011-09-16,44.55,False
7,18,2010-11-12,8458.01,False
42,7,2011-10-21,460.62,False
37,28,2010-06-25,120.8,False
7,60,2012-03-09,63.0,False
27,25,2012-07-13,9867.8,False
12,6,2010-10-22,5027.36,False
16,14,2010-08-06,11463.41,False
10,54,2012-06-29,217.6,False
5,95,2011-11-04,19065.67,False
5,59,2010-12-24,545.75,False
39,55,2010-08-06,8675.62,False
18,28,2011-07-29,506.36,False
22,22,2011-12-02,9778.37,False
28,92,2010-08-20,76190.62,False
27,29,2011-07-01,8855.37,False
22,48,2010-07-30,10.0,False
26,55,2011-06-03,5981.9,False
14,30,2010-10-08,6139.72,False
28,35,2012-06-22,3219.11,False
36,94,2010-03-12,66339.4,False
